train_loss,val_loss
0.3836134272926259,1.251737280325456
0.14295245594573472,1.0021106980063699
0.13535718184034778,0.6525154926560142
0.1750552217071911,0.6914690191095526
0.16945647736484148,0.39175616882064124
0.17133009644611827,0.4443594894625924
0.1653240846716008,0.5509966991164468
0.15170073945004986,0.4008293802087957
0.12646023050512908,0.4028210965069858
0.1341589058064065,0.4355516189878637
0.10237732241457363,0.41120237518440594
0.10247537458561501,0.4270646192810752
0.09343975522326974,0.4713024564764716
0.09077266266323486,0.5353268398479982
0.08919120305832827,0.6583995900370858
0.08401299619449759,0.720447608015754
0.08997350172051843,0.4754887439987876
