train_loss,val_loss
0.34494710578804927,3.694280672073364
0.11614798229365121,0.8110725522041321
0.1410016798547336,0.8159644484519959
0.17763043947163082,2.45996150970459
0.30069377337183273,1.6408102989196778
0.23835753557227907,2.2951523065567017
0.16507847429740996,0.939276647567749
0.1591371571733838,0.8557795405387878
0.14386542595568158,0.8276098489761352
0.1591030268442063,0.7464809536933898
0.13766713454609825,0.8467392742633819
0.12447083947204408,0.6024025678634644
0.1249841814949399,0.5875506371259689
0.1210054073305357,0.7349348902702332
0.1262812704557464,0.4957882881164551
0.1094480791971797,0.4544471204280853
0.1280971857763472,0.7883165121078491
0.10539258470137915,0.5066629588603974
0.09937655074255806,0.9574935495853424
0.1062258276911009,1.00230233669281
0.13398191034793855,0.7974257588386535
0.09017714929013025,0.6307368546724319
0.08745635740813755,0.5831793308258056
0.08449011026393799,0.45153285264968873
0.08249995680082411,0.5111740231513977
0.09209330323196593,0.48299803733825686
0.08257358145146143,0.47103697061538696
0.11912984727394013,0.6054558962583542
0.10187880673578807,0.5558088541030883
0.07679660689263117,0.33320249021053316
0.07090222973908697,0.4041263580322266
0.08271742335387638,0.4467731982469559
0.07068888101549375,0.34777767658233644
0.07239483711974962,0.5719759225845337
0.06770027659478642,0.40392746329307555
0.07817399501800537,0.3505669504404068
0.06289074016468865,0.3917930632829666
0.06233858200056212,0.38584730178117754
0.06147595704311416,0.3611507400870323
0.06632436513900757,0.38115790486335754
0.062178954198246913,0.3433286607265472
0.058151756227016446,0.36228734254837036
