train_loss,val_loss
0.4382895786526068,1.4538247802040793
0.17318952315539685,0.9087222435257651
0.1828461138285556,0.9294234568422491
0.2032211109433534,0.7446333278309215
0.19924215016500005,0.5766389505429701
0.17006954143069825,0.6141147125851024
0.15857162010276094,0.5244597277858041
0.1695313462108936,0.4198248061266812
0.13998519608153487,0.5469619983976538
0.14788680959422634,0.436961447650736
0.1445533273355016,0.3991836634549228
0.13219235408699737,0.48308703574267303
0.12772223543164865,0.618094883181832
0.12994892452404183,0.4250293861735951
0.12608259304795624,0.2749505910006436
0.11266602892077195,0.2957890182733536
0.11008268875895806,0.4167884506962516
0.10271969683608918,0.35776957869529724
0.11918156369114821,0.34165818041021173
0.11391073142020207,0.3601415888829665
0.10030934439515168,0.2944183932109313
0.09896649574896074,0.28871391442689026
0.09122620452687426,0.32819313081828033
0.08991784496970896,0.4303569333119826
0.09498531550590722,0.3451297919858586
0.0801259237078001,0.28958137333393097
0.08095068203390769,0.4244852499528365
