train_loss,val_loss
0.369338416758011,1.747330990704623
0.11977138096150362,1.0808312080123208
0.14936600906668968,0.8809130842035467
0.19604036675871545,0.8818468072197654
0.2244131805480651,1.1493563001806086
0.17858616044779993,0.6548517834056508
0.16453546257513874,1.1983940655534917
0.146383090753038,0.5521539558063854
0.14288714851410883,0.4217442274093628
0.15498969837460877,0.4507887607271021
0.12748289818190178,0.3182110000740398
0.11734420166544195,0.3894189081408761
0.10921589517087307,0.5780311687426134
0.11555024651142787,0.35719775476238946
0.12486051901612642,0.5482204177162864
0.12117442896343628,0.49720695885744964
0.10220013390172203,0.3356242911382155
0.09493785604553402,0.3523447947068648
0.08733226879025405,0.38650109280239453
0.08895127208165403,0.47663779150355945
0.10164356442554942,0.3863715786825527
0.07786833726853695,0.38381193578243256
0.07884532996927793,0.36320194737477735
