train_loss,val_loss
0.41008338743732087,2.733645963668823
0.16386919135139102,1.7269703269004821
0.1643412886630921,1.5181029796600343
0.2536040445168813,1.1158483624458313
0.2787132461865743,0.6851836383342743
0.2340858341682525,0.8430051922798156
0.20484011598995755,1.227761149406433
0.20681539390768325,0.7202401876449585
0.18743056243374234,0.7609042167663574
0.17439816480591183,0.5437830835580826
0.15932207079160782,0.7832569420337677
0.16466789742310842,0.60999895632267
0.17901226608526138,1.1961054146289825
0.17592028429110845,1.0213019669055938
0.15636563159170605,0.8563014924526214
0.12498928585222789,0.8913679003715516
0.13996891769624892,0.6247569501399994
0.12196608760527201,0.6069405049085617
0.1355380517386255,0.8237170159816742
0.11930349426610129,1.202665102481842
0.13082545924754369,0.48797796964645385
0.10877210036629723,0.8079383373260498
0.1124747430284818,0.4607409924268723
0.10710682975394385,0.5748047083616257
0.10431962098394121,0.6185721695423126
0.10674894260508673,0.6953432440757752
0.10655537786937895,0.5181790053844452
0.11196647094828742,0.5463304728269577
0.10050970819734392,0.7368157207965851
0.10454264559916088,0.6259803771972656
0.09361390563703718,0.4946419060230255
0.0962493230899175,0.47364808022975924
0.10043519756623677,0.5308002322912216
0.09164137166170847,0.46131284534931183
0.09124365796645482,0.5440428406000137
